"ProceduralItemGenerationSettings.verbs[135]","Wailing","Lamento"
"ProceduralItemGenerationSettings.verbs[136]","Bawling","Bawling"
"ProceduralItemGenerationSettings.verbs[137]","Screeching","Pliegue"
"ProceduralItemGenerationSettings.verbs[138]","Cleaving","Corte"
"ProceduralItemGenerationSettings.verbs[139]","Chopping","Cortando"
"ProceduralItemGenerationSettings.verbs[140]","Chipping","Astillado"
"ProceduralItemGenerationSettings.verbs[141]","Severing","Gravedad"
"ProceduralItemGenerationSettings.verbs[142]","Slicing","Cortando"
"ProceduralItemGenerationSettings.verbs[143]","Snipping","Cortar"
"ProceduralItemGenerationSettings.verbs[144]","Splitting","Dividiendo"
"ProceduralItemGenerationSettings.verbs[145]","Axing","Ejecutando"
"ProceduralItemGenerationSettings.verbs[146]","Slashing","Cortante"
"ProceduralItemGenerationSettings.verbs[147]","Rending","Desgarrando"
"ProceduralItemGenerationSettings.verbs[148]","Tearing","Desgarro"
"ProceduralItemGenerationSettings.verbs[149]","Thinning","Delgado"
"ProceduralItemGenerationSettings.verbs[150]","Cropping","Recorte"
"ProceduralItemGenerationSettings.verbs[151]","Carving","Tallar"
"ProceduralItemGenerationSettings.verbs[152]","Dissecting","Diseccionar"
"ProceduralItemGenerationSettings.verbs[153]","Hacking","Hackeando"
"ProceduralItemGenerationSettings.verbs[154]","Piercing","Perforación"
"ProceduralItemGenerationSettings.verbs[155]","Sawing","Aserruchar"
"ProceduralItemGenerationSettings.verbs[156]","Shaving","Afeitando"
"ProceduralItemGenerationSettings.verbs[157]","Shearing","Esquilando"
"ProceduralItemGenerationSettings.verbs[158]","Mining","Minando"
"ProceduralItemGenerationSettings.verbs[159]","Delving","Profundizando"
"ProceduralItemGenerationSettings.verbs[160]","Excavating","Excavando"
"ProceduralItemGenerationSettings.verbs[161]","Burrowing","Excavación"
"ProceduralItemGenerationSettings.verbs[162]","Drilling","Taladrando"
"ProceduralItemGenerationSettings.verbs[163]","Hollowing","Vaciar"
"ProceduralItemGenerationSettings.verbs[164]","Gouging","Arrancar"
"ProceduralItemGenerationSettings.verbs[165]","Tunneling","Tunnelado"
"ProceduralItemGenerationSettings.verbs[166]","Invading","Invadiendo"
"ProceduralItemGenerationSettings.verbs[167]","Boarding","Embarque"
"ProceduralItemGenerationSettings.verbs[168]","Wandering","Errante"
"ProceduralItemGenerationSettings.verbs[169]","Infiltrating","Infiltrando"
"ProceduralItemGenerationSettings.verbs[170]","Intruding","Entrometido"
"ProceduralItemGenerationSettings.verbs[171]","Evading","Evadiendo"
"ProceduralItemGenerationSettings.verbs[172]","Fleeing","Huyendo"
"ProceduralItemGenerationSettings.verbs[173]","Running","Corriendo"
"ProceduralItemGenerationSettings.verbs[174]","Dodging","Esquivando"
"ProceduralItemGenerationSettings.verbs[175]","Crashing","Chocando"
"ProceduralItemGenerationSettings.verbs[176]","Battling","En batalla"
"ProceduralItemGenerationSettings.verbs[177]","Tussling","Pelear"
"ProceduralItemGenerationSettings.verbs[178]","Wrestling","Lucha Libre"
"ProceduralItemGenerationSettings.verbs[179]","Scuffling","Reñir"
"ProceduralItemGenerationSettings.verbs[180]","Dueling","Duelo"
"ProceduralItemGenerationSettings.verbs[181]","Brawling","Pelear"
"ProceduralItemGenerationSettings.verbs[182]","Jousting","Justas"
"ProceduralItemGenerationSettings.verbs[183]","Sparring","Combate"
"ProceduralItemGenerationSettings.verbs[184]","Clashing","Chocando"
"ProceduralItemGenerationSettings.verbs[185]","Warring","Guerreando"
"ProceduralItemGenerationSettings.verbs[186]","Grappling","Apresado"
"ProceduralItemGenerationSettings.verbs[187]","Scrapping","Chatarra"
"ProceduralItemGenerationSettings.verbs[188]","Attacking","Atacando."
"ProceduralItemGenerationSettings.verbs[189]","Feuding","Pelearse"
"ProceduralItemGenerationSettings.verbs[190]","Skirmishing","Escaramuzar"
"ProceduralItemGenerationSettings.verbs[191]","Discovering","Descubrir"
"ProceduralItemGenerationSettings.verbs[192]","Detecting","Detectando"
"ProceduralItemGenerationSettings.verbs[193]","Catching","Atrapando"
"ProceduralItemGenerationSettings.verbs[194]","Solving","Resolviendo"
"ProceduralItemGenerationSettings.verbs[195]","Revealing","Revelando"
"ProceduralItemGenerationSettings.verbs[196]","Unearthing","Desenterrando"
"ProceduralItemGenerationSettings.verbs[197]","Leaping","Saltando"
"ProceduralItemGenerationSettings.verbs[198]","Bouncing","Rebotando"
"ProceduralItemGenerationSettings.verbs[199]","Springing","Brincar"
"ProceduralItemGenerationSettings.verbs[200]","Vaulting","Abovedado"
"ProceduralItemGenerationSettings.verbs[201]","Hopping","Brincando"
"ProceduralItemGenerationSettings.verbs[202]","Surging","Creciendo"
"ProceduralItemGenerationSettings.verbs[203]","Punting","Pateando"
"ProceduralItemGenerationSettings.verbs[204]","Booting","Patear"
"ProceduralItemGenerationSettings.verbs[205]","Dropkicking","Patada voladora"
"ProceduralItemGenerationSettings.verbs[206]","Sensing","Sentir"
"ProceduralItemGenerationSettings.verbs[207]","Perceiving","Percibiendo"
"ProceduralItemGenerationSettings.verbs[208]","Detecting","Detectando"
"ProceduralItemGenerationSettings.verbs[209]","Fading","Desvaneciendo"
"ProceduralItemGenerationSettings.verbs[210]","Bleeding","Sangrado"
"ProceduralItemGenerationSettings.verbs[211]","Shrinking","Encogimiento"
"ProceduralItemGenerationSettings.verbs[212]","Weakening","Debilitar"
"ProceduralItemGenerationSettings.verbs[213]","Abating","Abatir"
"ProceduralItemGenerationSettings.verbs[214]","Diminishing","Disminuyendo"
"ProceduralItemGenerationSettings.verbs[215]","Forging","Forjar"
"ProceduralItemGenerationSettings.verbs[216]","Releasing","Liberando"
"ProceduralItemGenerationSettings.verbs[217]","Gathering","Recolectando"
"ProceduralItemGenerationSettings.verbs[218]","Collecting","Coleccionando"
"ProceduralItemGenerationSettings.verbs[219]","Culling","Descartar"
"ProceduralItemGenerationSettings.verbs[220]","Crushing","Triturando"
"ProceduralItemGenerationSettings.verbs[221]","Propelling","Propulsando"
"ProceduralItemGenerationSettings.verbs[222]","Jogging","Trotar"
"ProceduralItemGenerationSettings.verbs[223]","Sprinting","Corriendo"
"ProceduralItemGenerationSettings.verbs[224]","Questing","Misionando"
"ProceduralItemGenerationSettings.verbs[225]","Scouting","Explorando"
"ProceduralItemGenerationSettings.verbs[226]","Exploring","Explorando"
"ProceduralItemGenerationSettings.verbs[227]","Digging","Cavando"
"ProceduralItemGenerationSettings.verbs[228]","Trembling","Temblando"
"ProceduralItemGenerationSettings.verbs[229]","Rattling","Golpeteo"
"ProceduralItemGenerationSettings.verbs[230]","Parting","Partiendo"
"ProceduralItemGenerationSettings.verbs[231]","Hacking","Hackeando"
"ProceduralItemGenerationSettings.verbs[232]","Rupturing","Ruptura"
"ProceduralItemGenerationSettings.verbs[233]","Carving","Tallar"
"ProceduralItemGenerationSettings.verbs[234]","Dividing","Dividiendo"
"ProceduralItemGenerationSettings.verbs[235]","Halving","Reducir"
"ProceduralItemGenerationSettings.verbs[236]","Breaking","Romper"
"ProceduralItemGenerationSettings.verbs[237]","Sundering","Desgarramiento"
"ProceduralItemGenerationSettings.verbs[238]","Separating","Separando"
"ProceduralItemGenerationSettings.verbs[239]","Rending","Desgarrando"
"ProceduralItemGenerationSettings.verbs[240]","Ripping","Desgarrar"
"ProceduralItemGenerationSettings.verbs[241]","Grazing","Pastoreo"
"ProceduralItemGenerationSettings.verbs[242]","Imprisoning","Aprisionado"
"ProceduralItemGenerationSettings.verbs[243]","Snaring","Atrapando"
"ProceduralItemGenerationSettings.verbs[244]","Cornering","Arrinconando"
"ProceduralItemGenerationSettings.verbs[245]","Entangling","Enredando"
"ProceduralItemGenerationSettings.verbs[246]","Pinning","Fijando"
"ProceduralItemGenerationSettings.verbs[247]","Catching","Atrapando"
"ProceduralItemGenerationSettings.verbs[248]","Restraining","Restringiendo"
"ProceduralItemGenerationSettings.verbs[249]","Binding","Enlazando"
"ProceduralItemGenerationSettings.verbs[250]","Hooking","Atrapando"
"ProceduralItemGenerationSettings.verbs[251]","Snagging","Enganchando"
"ProceduralItemGenerationSettings.verbs[252]","Snatching","Arrebatando"
"ProceduralItemGenerationSettings.verbs[253]","Caging","Enjaulamiento"
"ProceduralItemGenerationSettings.verbs[254]","Capturing","Capturando"
"ProceduralItemGenerationSettings.verbs[255]","Haunting","Embrujando"
"ProceduralItemGenerationSettings.verbs[256]","Creeping","Arrastrar"
"ProceduralItemGenerationSettings.verbs[257]","Sneaking","Agachado"
"ProceduralItemGenerationSettings.verbs[258]","Spying","Espiando"
"ProceduralItemGenerationSettings.verbs[259]","Avenging","Vengando"
"ProceduralItemGenerationSettings.verbs[260]","Storming","Atormentar"
"Quests.chatTrackHover","&2Click to track!","&2¡Clic para seguir!"
"Quests.chatTrackMessage","&8[EliteMobs]&2 Click here to track your quest!","&8[EliteMobs]&2 ¡Clic aquí para seguir tu misión!"
"Quests.chatTrackingHover","&2Click to untrack/track! /em -> Quests to track a different quest!","&2¡Clic para desrastrear/seguir! /em -> Misiones para rastrear una misión diferente!"
"Quests.chatTrackingMessage","&8[EliteMobs]&9 You are now tracking a quest!","&8[EliteMobs]&9 ¡Ahora estás siguiendo una misión!"
"Quests.dialogQuestChatProgressionMessage","&8[EliteMobs]&c➤Talk to $name:$color$current&0/$color$target","&8[EliteMobs]&c➤Habla con $name:$color$current&0/$color$target"
"Quests.dialogQuestScoreboardProgressionMessage","&c➤Talk to $name:$color$current&0/$color$target","&c➤Habla con $name:$color$current&0/$color$target"
"Quests.fetchQuestChatProgressionMessage","&8[EliteMobs]&c➤Get $name:$color$current&0/$color$target","&8[EliteMobs]&c➤Consigue $name:$color$current&0/$color$target"
"Quests.fetchQuestScoreboardProgressionMessage","&c➤Get $name:$color$current&0/$color$target","&c➤Consigue $name:$color$current&0/$color$target"
"Quests.killQuestChatProgressionMessage","&8[EliteMobs]&c➤Kill $name:$color$current&0/$color$target","&8[EliteMobs]&c➤Mata a $name:$color$current&0/$color$target"
"Quests.killQuestScoreboardProgressionMessage","&c➤Kill $name:$color$current&0/$color$target","&cMata a $name:$color$current&0/$color$target"
"Quests.leaveWhenNoActiveQuestsExist","&cYou don't currently have an active quest!","&cNo tienes actualmente una misión activa!"
"Quests.lowRankDynamicQuestWarning","&8[EliteMobs] &cYou can't take these quests with your current guild rank! Increase your guild rank to accept these quests.","&8[EliteMobs] &cNo puedes llevar estas misiones con tu rango actual de gremio! Aumenta el rango de tu gremio para aceptar estas misiones."
"Quests.noQuestDestinationFound","[EM] No quest destination found!","[EM] No se encontró destino de misión!"
"Quests.questAlreadyCompletedMessage","&8[EliteMobs] &cYou already completed this quest!","&8[EliteMobs] &c¡Ya has completado esta misión!"
"Quests.questCapMessage","&8[EliteMobs] &cYou have reached the maximum amount of active quests (10)! &4Abandon or complete at least one active quest if you want to get more quests!","&8[EliteMobs] &cHas alcanzado la cantidad máxima de misiones activas (10)! &4¡Abandona o completa al menos una misión activa si quieres conseguir más misiones!"
"Quests.questCompleteMessage","&2You completed the quest $questName &2!","&2Has completado la misión $questName &2!"
"Quests.questCompleteSubtitle","$questName","$questName"
"Quests.questCompleteTitle","&2Quest Completed!","&2¡Misión completada!"
"Quests.questDestinationInOtherWorld","[EM] Go to world $world!","[EM] ¡Ve al mundo $world!"
"Quests.questJoinMessage","&aYou have accepted the quest $questName &a!","&aHas aceptado la misión $questName &a!"
"Quests.questLeaveConfirmationMessage","&cAre you sure you want to abandon your current quest? Do &a/em confirm &c to confirm your choice!","&c ¿Estás seguro de que quieres abandonar tu misión actual? ¡Haz&a /em
confirm&c para confirmar tu elección!"
"Quests.questLeaveMessage","&cYou have abandoned the quest $questName &c!","&cHas abandonado la misión $questName &c!"
"Quests.questLeaveTitle","&cQuest Abandoned!","&c¡Misión abandonada!"
"Quests.questPrerequisitesMissingMessage","&8[EliteMobs] &cThis NPC has some quest(s) you can't accept yet!","&8[EliteMobs] &c¡Este NPC tiene alguna(s) misión(es) que aún no puedes aceptar!"
"Quests.questStartTitle","&aQuest Accepted!","&a¡Misión Aceptada!"
"Quests.questTurnInObjective","&a2Talk to $npcName","&a2Habla con $npcName"
"SpecialItemSystems.challengeAnnouncement","&8[EliteMobs] $player &6is challenging a boss to enchant $itemName&6!","&8[EliteMobs] $player &6está desafiando a un jefe para encantar $itemName&6!"
"SpecialItemSystems.criticalFailureAnnouncement","&8[EliteMobs] $player &clost $itemName &cwhile trying to enchant it!","&8[EliteMobs] $player &cperdió $itemName &cal intentar encantarlo!"
"SpecialItemSystems.insufficientFundsMessage","&8[EliteMobs] &c$price $currencyName is required to enchant $itemName, but you only have $currentAmount!","&8[EliteMobs] &cSe requieren $price $currencyName para encantar $itemName, ¡pero solo tienes $currentAmount!"
"SpecialItemSystems.newFundsMessage","&8[EliteMobs] &fYou just spent $price $currencyName! You now have $currentAmount $currencyName.","&8[EliteMobs] &f¡Acabas de gastar $price $currencyName! Ahora tienes $currentAmount $currencyName."
"SpecialItemSystems.successAnnouncement","&8[EliteMobs] $player &2has successfully enchanted $itemName&2!","&8[EliteMobs] $player &2ha encantado con éxito $itemName&2!"
"Wormholes.defaultPortalMissingMessage","&8[EliteMobs] &cThis portal doesn't seem to lead anywhere!","&8[EliteMobs] &c¡Este portal no parece llevar a ninguna parte!"
"Wormholes.dungeonNotInstalledMessage","&8[EliteMobs] &cDungeon $dungeonID &cis not installed! This teleport will not work.","&8[EliteMobs] &cLa dungeon $dungeonID &cno está instalada! Este teletransporte no funcionará."
"Wormholes.insufficientCurrencyForWormholeMessage","&8[EliteMobs] &cInsufficient currency! You need $amount to use this wormhole!","&8[EliteMobs] &c¡Moneda insuficiente! ¡Necesitas $amount para usar este agujero de gusano!"
"absorption.name","Absorption","Absorción"
"adventurers_guild_hub.customInfo[0]","&aThe EliteMobs hub with shops and teleports!","&a¡El centro de EliteMobs con tiendas y teletransportes!"
"adventurers_guild_hub.name","&2Adventurers Guild Hub!","&2¡Centro del Gremio de Aventureros!"
"adventurers_guild_hub.playerInfo","Difficulty: &cHard
$bossCount level $lowestTier Big Boss!
&6Face fierce beasts at their home turf!","&6¡para jugadores experimentados!"
"adventurers_guild_hub.regionEnterMessage","&8[EM] &aYou have entered the Beast Sanctuary! Beware of what prowls here!","&8[EM] &c¡Entrando en zona aérea hostil!"
"adventurers_guild_hub.regionLeaveMessage","&8[EM] &aYou've left the Beast Sanctuary! Did you take trophies?","&8[EM] &cSaliendo de zona aérea hostil!"
"ag_welcome_quest_0.customObjectives.Objective1.dialog[0]","&8[&aCasus&8]&f Welcome to the Adventurer's Guild Hub, the hub for all things EliteMobs!","&8[&aCasus&8]&f ¡Bienvenido al Centro del Gremio de Aventureros, el centro de todo lo relacionado con EliteMobs!"
"ag_welcome_quest_0.customObjectives.Objective1.dialog[1]","You can always get back here using &2/ag&f!","¡Siempre puedes volver aquí usando &2/ag&f!"
"ag_welcome_quest_0.customObjectives.Objective1.dialog[2]","Talk to me again for a quest!","¡Habla conmigo de nuevo para una misión!"
"ag_welcome_quest_0.name","&2Finding the AG!","&2Encontrando el AG!"
"ag_welcome_quest_0.questAcceptDialog[0]","&8[Odigos]&f Alright, make sure you use &2/ag &f or &2/adventurersguild&f to head off to the Adventurer's Guild Hub!","&8[Odigos]&f Bien, asegúrate de usar &2/ag &f o &2/adventursguild&f para ir al centro del gremio del aventurero!"
"ag_welcome_quest_0.questAcceptDialog[1]","Make sure you talk to Casus when you're there!","¡Asegúrate de hablar con Casus cuando estés allí!"
"ag_welcome_quest_0.questLore[0]","Discover the Adventurer's Guild Hub using the command &2/ag &0or &2/adventurersguild !","¡Descubre el Centro del Gremio de Aventureros con el comando &2/ag &0or &2/adventurersguild !"
"ag_welcome_quest_1.customObjectives.Objective1.dialog[0]","&8[&aHermes&8]&f I take you back to where you were before! Just talk to me again!","&8[&aHermes&8]&f ¡Te llevo de vuelta a donde estabas antes! ¡Solo habla conmigo de nuevo!"
"ag_welcome_quest_1.customObjectives.Objective10.dialog[0]","&8[&aGrog&8]&f Want to buy special items? I've got just the thing!","&8[&aGrog&8]&f ¿Quieres comprar objetos especiales? ¡Tengo justo lo que necesitas!"
"ag_welcome_quest_1.customObjectives.Objective11.dialog[0]","&8[&aUlfric&8]&f If you bring me a very special and rare item, I can unbind your Elite items.","&8[&aUlfric&8]&f Si me traes un objeto muy especial y raro, puedo desvincular tus objetos Élite."
"ag_welcome_quest_1.customObjectives.Objective11.dialog[1]","You don't yet look prepared to take this challenge on, but you can make killing the Binder of Worlds your ultimate goal, if you dare.","Todavía no te ves preparado para hacer frente a este desafío, pero puedes hacer que matar al Binder of Worlds sea tu objetivo final, si te atreves."
"ag_welcome_quest_1.customObjectives.Objective2.dialog[0]","&8[&aBartley&8]&f Need a stiff drink? My drinks pack an extra punch!","&8[&aBartley&8]&f ¿Necesitas una bebida fuerte? ¡Mis bebidas tienen un golpe extra!"
"ag_welcome_quest_1.customObjectives.Objective3.dialog[0]","&8[&aGreg&8]&f Want to buy or sell something? I've got a little of everything!","&8[&aGreg&8]&f ¿Quieres comprar o vender algo? ¡Tengo un poco de todo!"
"ag_welcome_quest_1.customObjectives.Objective4.dialog[0]","&8[&aCharles&8]&f Want to learn about fighting elites? Just talk to me!","&8[&aCharles&8]&f ¿Quieres aprender sobre cómo luchar contra élites? ¡Solo habla conmigo!"
"ag_welcome_quest_1.customObjectives.Objective5.dialog[0]","&8[&aGillian&8]&f Do you seek power? Do you desire to reach new heights? Talk to me to unlock new guild ranks, and reach levels of power you never thought to be possible!","&8[&aGillian&8]&f ¿Buscas poder? ¿Deseas alcanzar nuevas alturas? ¡Habla conmigo para desbloquear nuevos rangos de gremio y alcanzar niveles de poder que nunca creíste posibles!"
"ag_welcome_quest_1.customObjectives.Objective6.dialog[0]","&8[&aQel'Thuzad&8]&f These Elite monsters, where do they keep coming from?","&8[&aQel'Thuzad&8]&f Estos monstruos Élite, ¿de dónde siguen viniendo?"
"ag_welcome_quest_1.customObjectives.Objective6.dialog[1]","Ah, never mind that for now, we are always in need of more people to assist us in slaying quests!","Ah, never mind that for now, we are always in need of more people to assist us in slaying quests!"
"ag_welcome_quest_1.customObjectives.Objective6.dialog[2]","Just talk to me to get one!","¡Solo habla conmigo para conseguir una!"
"ag_welcome_quest_1.customObjectives.Objective7.dialog[0]","&8[&aEden&8]&f Need to enchant your Elite items? Just bring me an elite enchanted book!","&8[&aEden&8]&f ¿Necesitas encantar tus objetos Élite? ¡Solo tráeme un libro encantado élite!"
"ag_welcome_quest_1.customObjectives.Objective8.dialog[0]","&8[&aReggie&8]&f Need your Elite items repaired? Just bring me some scrap, and I'll make them as good as new!","&8[&aReggie&8]&f ¿Necesitas reparar tus objetos Élite? ¡Solo tráeme algo de chatarra, y los dejaré como nuevos!"
"ag_welcome_quest_1.customObjectives.Objective8.dialog[1]","Remember, the higher the level of your scrap, the better I can repair you Elite item!","¡Recuerda que cuanto más alto sea el nivel de tu chatarra, mejor podré repararte el objeto Elite!"
"ag_welcome_quest_1.customObjectives.Objective9.dialog[0]","&8[&aKelly&8]&f Got extra Elite items? Don't know what to do with them? Give them to me, and I'll turn them into scrap!","&8[&aKelly&8]&f ¿Tienes objetos Élite extra? ¿No sabes qué hacer con ellos? Dámelos, ¡y los convertiré en chatarra!"
"ag_welcome_quest_1.customObjectives.Objective9.dialog[1]","You can use scrap to repair Elite items!","¡Puedes usar chatarra para reparar objetos Élite!"
"ag_welcome_quest_1.name","&2Welcome to the AG!","&2Bienvenido al AG!"
"ag_welcome_quest_1.questLore[0]","&aMeet the Adventurer's Guild NPCs!","&a¡Conoce a los NPC del gremio de aventurero!"
"air_ship_air_buccaneer_boots.lore[0]","&dPerfect for air raids!","&dPerfecto para ataques aéreos!"
"air_ship_air_buccaneer_boots.name","&5Air Bucanneer's Boots","&5Botas de Bucanero de Aire"
"air_ship_air_buccaneer_chestplate.lore[0]","&dPerfect for air raids!","&dPerfecto para ataques aéreos!"
"air_ship_air_buccaneer_chestplate.name","&5Air Bucanneer's Chestplate","&5Pechera de Bucanero de Aire"
"air_ship_air_buccaneer_helmet.lore[0]","&dPerfect for air raids!","&dPerfecto para ataques aéreos!"
"air_ship_air_buccaneer_helmet.name","&5Air Bucanneer's Helmet","&5Casco de Bucanero de Aire"
"air_ship_air_buccaneer_leggings.lore[0]","&dPerfect for air raids!","&dPerfecto para ataques aéreos!"
"air_ship_air_buccaneer_leggings.name","&5Air Bucanneer's Leggings","&5Pantalón de Bucanero de Aire"
"air_ship_air_pirates_boots.lore[0]","&dPerfect for air raids!","&dPerfecto para ataques aéreos!"
"air_ship_air_pirates_boots.name","&5Air Pirate's Boots","&5Botas de Pirata de Aire"
"air_ship_air_pirates_chestplate.lore[0]","&dPerfect for air raids!","&dPerfecto para ataques aéreos!"
"air_ship_air_pirates_chestplate.name","&5Air Pirate's Chestplate","&5Pechera de Pirata de Aire"
"air_ship_air_pirates_helmet.lore[0]","&dPerfect for air raids!","&dPerfecto para ataques aéreos!"
"air_ship_air_pirates_helmet.name","&5Air Pirate's Helmet","&5Casco de Pirata de Aire"
"air_ship_air_pirates_leggings.lore[0]","&dPerfect for air raids!","&dPerfecto para ataques aéreos!"
"air_ship_air_pirates_leggings.name","&5Air Pirate's Leggings","&5Pantalón de Pirata de Aire"
"air_ship_bowsmans_bow.lore[0]","&aDropped by the late","&aSoltado por el difunto"
"air_ship_bowsmans_bow.lore[1]","&aairship bowsman!","&aarquero de aeronave!"
"air_ship_bowsmans_bow.name","&2Bowsman's Bow","&2Arco de Arquero"
"air_ship_cannon_powder.lore[0]","&8How else are you supposed","&8Cómo más se supone que"
"air_ship_cannon_powder.lore[1]","&8to light the fuse?","&8Enciendas la mecha?"
"air_ship_cannon_powder.name","&cCannon Powder","&cPólvo de cañón"
"air_ship_daveys_digger.lore[0]","&cDavey doesn't desire downtrodden","&cDavey no desea ser oprimido"
"air_ship_daveys_digger.lore[1]","&cdunderheads displaying his digger.","&cLos tontos mostrando su cavador."
"air_ship_daveys_digger.name","&4Davey's Digger","&4Cavador de Davey"
"air_ship_quartermasters_whip.lore[0]","&7The quartermaster has a ","&7El Oficial de Intendencia tiene un "
"air_ship_quartermasters_whip.lore[1]","&7schedule to keep.","&7Programa que mantener."
"air_ship_quartermasters_whip.name","&fQuartermaster's Whip","&fLátigo del Oficial de Intendencia"
"air_ship_wayfinders_windlass.lore[0]","&bUsed to guide ships","&bUsado para guiar naves"
"air_ship_wayfinders_windlass.lore[1]","&bwith nothing but the stars!","&bsin nada más que las estrellas!"
"air_ship_wayfinders_windlass.name","&3Wayfinder's Windlass","&3Torno Buscador de Caminos"
"airship_minidungeon.customInfo[0]","&fAn awesome airship full of undead pirates!","&f¡Una asombrosa aeronave llena de piratas no muertos!"
"airship_minidungeon.customInfo[1]","&6Credits: MagmaGuy, 69OzCanOfBepis","Dificultad: &cDifícil"
"airship_minidungeon.customInfo[2]","&6and Realm of Lotheridon","&6y Reino de Lotheridon"
"airship_minidungeon.name","&2[lvl 045-055] &6The Airship","&8[EM] &a¡Has entrado en el Santuario de las Bestias! ¡Cuidado con lo que acecha aquí!"
"airship_minidungeon.playerInfo","Difficulty: &6Medium
$bossCount bosses, from level $lowestTier to $highestTier
&6An awesome airship full of undead pirates
&6for experienced players!","Dificultad: &6Medio
$bossCount bosses, desde nivel $lowestTier hasta $highestTier
&6¡Una aeronave llena de piratas no muertos,
&6solo para jugadores experimentados!"
"airship_minidungeon.regionEnterMessage","&8[EM] &cEntering hostile air zone!","&8[EM] &c¡Entrando en una zona aérea hostil!"
"airship_minidungeon.regionLeaveMessage","&8[EM] &cLeaving hostile air zone!","&8[EM] &c¡Saliendo de una zona aérea hostil!"
"airship_tier_45_knockback.name","$normalLevel &2Bow Bowsman","$normalLevel &2Arco Arquero"
"airship_tier_45_witherblind.name","$normalLevel &aNoxious Bowsman","$normalLevel &aArquero Nocivo"
"airship_tier_50_powder_monkeys.name","$normalLevel &7Powder Monkey","$normalLevel &7Mono Polvo"
"airship_tier_50_scourge.name","$normalLevel &8Swashbuckling Scourge","$normalLevel &8Bravucón Azotador"
"airship_tier_60_mess_hall_mate.name","$normalLevel &bMess Hall Mate","$normalLevel &bCompañero de Salón de Desorden"
"airship_tier_65_boatswain_boss.name","$minibossLevel &cBoatswain Boss","$minibossLevel &cJefe Contramaestre"
"airship_tier_65_bodyguard.name","$normalLevel &eBuccaneer Bodyguard","$normalLevel &eGuardaespaldas Bucanero"
"airship_tier_65_silverfish.name","$normalLevel &8Ship Rat","$normalLevel &8Rata de la nave"
"airship_tier_65_silverfish_reinforcement.name","$reinforcementLevel &8Ship Mouse","$reinforcementLevel &8Ratón de Nave"
"airship_tier_70_miniboss.name","$minibossLevel Quark the Quartermaster","$minibossLevel Quark el Contramaestre"
"airship_tier_70_miniboss_2.name","$minibossLevel &6Living Boiler","$minibossLevel &6Caldera Viviente"
"airship_tier_70_miniboss_wayfinder.name","$minibossLevel &3Wharf Wayfinder","$minibossLevel &3Muelle Buscador de Caminos"
"airship_tier_75_boss.deathMessage","$players &ahave made &4Captain Davey &ashuffle off his mortal coil!","¡$players &ahan hecho que el &4Capitán Davey &aevite su sufrimiento mortal!"
"airship_tier_75_boss.deathMessages[0]","&e&l---------------------------------------------","&e&l-------------------------------------"
"airship_tier_75_boss.deathMessages[1]","&9Captain Davey was put to rest! ... again.","&9El Capitán Davey fue enviado a su descanso! ... de nuevo."
"airship_tier_75_boss.deathMessages[2]","&c&l    1st Damager: $damager1name &cwith $damager1damage damage!","&c&l    1er Dañador: $damager1name &ccon $damager1damage de daño!"
"airship_tier_75_boss.deathMessages[3]","&6&l    2nd Damager: $damager2name &6with $damager2damage damage!","&6&l    2º Dañador: $damager2name &6con $damager2damage de daño!"
"airship_tier_75_boss.deathMessages[4]","&e&l    3rd Damager: $damager3name &ewith $damager3damage damage!","&e&l    3er Dañador: $damager3name &econ $damager3damage de daño!"
"airship_tier_75_boss.deathMessages[5]","&aSlayers: $players","&aSacrificadores: $players"
"airship_tier_75_boss.deathMessages[6]","&e&l---------------------------------------------","&e&l-------------------------------------"
"airship_tier_75_boss.escapeMessage","&6Captain Davey has moved on the haunt another day!","&6El Capitán Davey ha salido de caza otro día!"
"airship_tier_75_boss.locationMessage","&4Captain Davey: $distance","&4Capitán Davey: $distance"
"airship_tier_75_boss.name","$bossLevel &4Captain Davey","$bossLevel &4Capitán Davey"
"airship_tier_75_boss.spawnMessage","&4Captain Davey haunts the skies once more!","&4El Capitán Davey persigue los cielos una vez más!"
"alpha_werewolf_p1.deathMessage","&aThe Alpha Werewolf has been stopped by $players!","&a¡El Hombre-Lobo Alfa ha sido detenido por $players!"
"alpha_werewolf_p1.deathMessages[0]","&e&l---------------------------------------------","&e&l-------------------------------------"
"alpha_werewolf_p1.deathMessages[1]","&4The Alpha Wolf has been put down!","&4¡El lobo alfa ha sido sacrificado!"
"alpha_werewolf_p1.deathMessages[2]","&c&l    1st Damager: $damager1name &cwith $damager1damage damage!","&c&l    1º Dañador: $damager1name &ccon $damager1damage de daño!"
"alpha_werewolf_p1.deathMessages[3]","&6&l    2nd Damager: $damager2name &6with $damager2damage damage!","&6&l    2º Dañador: $damager2name &6con $damager2damage de daño!"
"alpha_werewolf_p1.deathMessages[4]","&e&l    3rd Damager: $damager3name &ewith $damager3damage damage!","&e&l    3er Dañador: $damager3name &econ $damager3damage de daño!"
"alpha_werewolf_p1.deathMessages[5]","&aSlayers: $players","&aSacrificadores: $players"
"alpha_werewolf_p1.deathMessages[6]","&e&l---------------------------------------------","&e&l-------------------------------------"
"alpha_werewolf_p1.escapeMessage","&4Dawn breaks, the Alpha Wolf vanishes without a trace!","&4¡El alba acaba, el Lobo del Alfa desaparece sin dejar rastro!"
